id,order
537,hey order me a large-size pie with ground beef and a lot of pepper without onion
538,my order tonight is for 2 large vegetarian banana peper pizzas with a large lemon ice tea
539,i've decided on foureen pizzas with the chese and onions pesto as my base please
540,i would like to get 1 large-size pizza and goat cheese pesto tuna
541,can you pleasegive me a pizza which is small in size along with spicy red sauce and psto but no pineapple
542,put in an order for a xl pie with big meat and leeks with no zucchini
543,let's make it five xl pies with jalepenos and onions but hold pesto
544,please i would lke a personal pie with mushrooms pesto but with no pepperoni please
545,i think i'll take a pizza with extra large size including sauteed spinach ham and combination
546,i like a cumin and feta pie with no ground beef on it
547,sort me out with a pesonal chicken sausage pizza with some little cheese please
548,i want 10 Chai tea latte a coke and five small fantas
549,how abut you get me a buffalo sauce and duck pizza without the additional bell peppers
550,put up a large pizza with artichokes cheddar cheese and pineapple
551,i'd like to place an order for a medium-sized pizza and make that with vegetarian also i want onions on it but leave off the leeks thanks
552,id like to order xl pizza along with deep dish olives but hold onions
553,sort me out with a medium-sized shrimp and bbq chicken pie with no peppers
554,i'll go for a total of three med olives and roaste red onion pizzas and two all the meats pizza
555,i'll just take six pizzas and i please top them all with goat cheese and parsley but no duck on any of them that's it for now
556,hello y order is for a pizza with gruyere cheese and mint but no ham
557,i want to et five medium-size herbal teas two pepsis and one coke please
558,how about you et me a tomato pie with stuffed crust and a little bit cheese please
559,i'd like to place an ordr for a lunch pizza and the toppings i want tonight are tomato sauce as well as parmesan and peperoni also
560,i'd like to pt an order in for a lunch pizza and the toppings i want are onions and shrimp olives please
561,i want to finalize with two Grape juie one extra large diet coke and one extra large diet sprite
562,could you put in a med goat cheese bacon and ham pizza
563,how about adding four med size pizza with cumin
564,let mepick a xl pizza with blue cheese and tomatoe sauce do not include peppers
565,how about youget me small pie that contains feta cheese and anchovies please
566,i'm in the mood for a medum-size pie with sauce muhy peas but please do not add any ham
567,i would like your a large pizza with ground beef and hams and no pepperoni
568,i need you to begin an orderfor a extralarge pizza and on it i'll take broccoli chad and definitely mushrooms
569,could i get eight pizzas with heavy on bbq chicken and green peppers
570,i want to try eight extra large pizzas with a tiny bit of vegan pepperoi and sausage and eight diet cokes
571,sort m out with cherry toatoes bacon sausage a bunch of cheese on a personal pizza
572,please may i have 1 pie along with tofu and capers without prawns
573,make a order for six pizzas with the pan and i want spicy red sauce on there but no beef today thanks again
574,could i sttle on a zucchini and sausage pizza with no mushrooms
575,make an order for 1 personal pie with mushrooms and sausage and without pineapple
576,i'll ust take a personal pie with tomato sauce spiy red sauce pineapple
577,i'd like to get a hummus and capers pizza with salami
578,i'd like to put an order in for a lunch pizza with garlc powder and little cheese and no olives
579,i will get 4 pepsis six small cokes and six small fantas
580,i nee you to begin an order for a personal tomtoes and tuna pizza hold the pineapple
581,i'mready to settle for fifteen large-size pizzas with more green olves and light sauce
582,could you please get me a xl slami pizza with black olives and extra cheese and two small Club soda
583,i like to a personal pizza along with sauted spinach onions but avoid bacon
584,culd you please arrange for a bbq sauce gluten-free cust without carrots
585,i'd like to get a med pizza with ham and cheese but i don't want any green peppers
586,i'm having a bunch of people over tonight so i need a xl bbq chicken and fta cheese pizza with everthing
587,i ned to place an order for a pie with cherry tomatoes as well as cucumber but please no olives
588,put an orde in for a large pizza with blue chese ham and hawaiian
589,i would like to try a large pizza please for toppings i'd love duck kimchi but i don't want pepperoni okay that's it
590,i wanted to have four pizzas along with garlic powder bacon ham
591,get me please a lunch pizza and some extra meatball to that and some tomato sauce but hold parmesan
592,hi how are you i want to order a medium-sized pizza please make sure there to make that with cheeseburger on it as well as leks and please i don't want pineapple
593,for tonight i jst want 1 medium pizza with tomatoe sauce rictta cheese and mushrooms on it
594,please order a personal ricotta cheese and green olives pie with newyork style
595,tonight i want 1 medium-sized pizza along with blue cheese and ppper but avoid onions
596,my order today is for a pizza and definitely adrizzle grilled chicken and how about some peppers too but leave the pesto off it that's all
597,can you please give me a pie with smll size along with bell peppers sauteed spinach and anchovies
598,i will go for a med pizza with green eppers and sausage on it no pesto
599,i have 1 pizza with poppy seeds salami and light on he cheese
600,can you give me nine pizzas in xl size along with buffalo sauce mushrooms but no peppers
601,get me please pizza along with large size along with more buffalo sauce hamburgr and without mushrooms
602,i'll go for the a pie with shrimp olives and hold pesto
603,do me a favor and please put up a pizza with onion ham and pepperoni on it
604,i would like to get a 7 up two dr peppers and four extra large pepsis please
605,i think i'll grab 7 olive pizzas along with stuffed crust black olive
606,i'll just tae a smal black olives pizza with shaved pineapple on top
607,today i just eed a medium-sied pizza with gorgonzola and chicken but without all the meats
608,let's finalize with a xl pizza please make that with olives and also goat cheese but leave off the mushrooms please
609,i'll go for a large pie with mushroom and oregano and no peppers
610,let's put in for 14 personal black olives and mushroom pizzas without peppers
611,how about adding a pie with hams and oregno without tuna please
612,i'll try 1 medium pie and some extra ham and throw me some red cabbage and tofu
613,i'd be interested in 1 extra large pizza and i'd like meatball and prawns on it but absolutely no tuna that's all for today
614,i would take 2 large-size pepperoni pizzas with peppers and heay on cheese a medium beef pizza with mushrooms and onions and three small Flavored water
615,i ould like to place an order for a personal chard and black olives pie and i do not want jlepenos
616,i nee to place an order for a cffees med two med sprites and one med meatball pizza
617,i'd like to ecure a grilled chicken and meatball pie with no sriracha sauce on it
618,i'll tae a medium-sized red onion pickled onions pizza with doube cheese
619,i will go for a large pizza with parsley and feta but no pickles
620,i feel like going with thirteen pizzas and i want pineapples and garlc powder but i don't care for pepperoni
621,i would like hve a large-sie caramelized onions kmchi and pineapple pizza
622,do me a favor and please putup a xl pizza and make that with everythig also i want pickled onios on it but leave off the mushrooms thanks
623,coud i settle on 13 all the veggies pizzas with pesto sauce and roasted eggplant
624,i am going to need you to order me one med pizza with pepperoni sausage mushrooms green pepper black olives onions and lighton cheese
625,let'sfinalize with 4 large pizzas with caramelied onions and a little bit sauce but extra cheese
626,i'll go for a total of thee jalepenos and tomato sauce pies with no pepperoni
627,i'd hve 3 pizzas with mushy peas and shrimp and leave off the bell pppers
628,could you put n a sausage and cumin pie with lamb
629,can i order 5 Hot chocolate one fanta and one extra large doctor pepper
630,fifteen medium-sized pizzas with tofu pineapples and low fat cheese
631,cn i have 1 pizza with sweet potatoes on it also i want buffalo sauce but i don't care for pepperoni that's all
632,please i would like 10 swet potatoes and pineapple pies with mushrooms
633,make sure to get me a medium-size pie with black olive pepperoni but no little cheese please
634,i think i'll try 1 pizza in small size along with hamburger and yellw peppers but without additional cheese
635,i'm in the mood for a extra large pizza with bell peppers cucumber and yellow peppers
636,i wanna get a large-size pizza with duck and chard but no pinepple please
637,m order tonight is for a extra lare chrd and pesto pie with no pepperoni
638,i woud take 1 pizza and i want grilled chicken on there and jalepenos but definitely not olives that's it for today
639,i'd like a total of 1 large pie with garlic powder and caadian bacon along with thin crust
640,could i setle on 1 medium pizza along with sauce and tomatoe sauce please avoid pineapple
641,do me a favor and please put up a lunh tomatoe sauce and gruyere cheese pizza with pineapples
642,i'd like to have 4 large all the veggies pizzas triangle cut with balsamic glaze and tuna
643,i want to two large pizzas with ham and pineapple but hold the a little bit cheese please
644,good evening how are you please put up one medium-size anchovies and sweet potatoes pie and i do not want the veggis lover
645,okay let me think i'll have a lnch pizza and i'd like anchovies thin crust and add some jalapenos i appreciate it
646,please order a medium-size pie along with mushrooms yellow peppers but please avoid extra cheese
647,i want to have a medium sweet potatoes and pepperonis pizza with no parmasean
648,get me lease a hams and tomato sauce pizza with no additional gree olives please
649,i have some friends coming over so i'll take 1 medium pie with green peppers goronzola but hold ham
650,good evening i need three oregano and ham pizza with no onions
651,good evening for tonight i'll take a xl shrimp pie with bell peppers and olives
652,repeatmy one medium-sized artichokes pizza and two small pizza and also two diet sprite
653,i would love to have 1 pizza with a drizzle hot peppers onions and pepperoni thanks
654,oka let me think okay i'll take a extra large banana pepper and goat cheese pie with no peppers please
655,i'll go wih five small pawns mushroom pizzas without peppers
656,do me a favor and make me a pizza with ligt on cherry tomatoes and pine apple and no pesto please
657,today i'd like a medium-ized pizza with garlic powder and extra pesto only no hams
658,i am going to need you to order me oregano garlic and truffle oil with large-size pizza
659,can you order a small pizza along with black olive and pineapple but avoid sausage
660,set me up with a mediu-size pie and put gorgonzola and peppers on it and i guess sun-dried tomatoes also that's all
661,i'd like to secure a pie with bbq chicken pepprs and no tuna
662,i woul like to have a spicy red sauce pie with all the meats and a lot of lamb please
663,im in the mood to try one lunh margarta pizza one lunh tuna pizza and a lunh veggie pizza
664,good evening i want a lage pizza with hams and olve but hold the extra cheese
665,i need to order 1 personal pizza along with fontina cheese and mushroms but avoid sausage
666,i'd like to order a smal pizza with peppers and prawns and a medium coke
667,i'm ordering a med zucchii and pesto pie with no onions
668,pleae put up 9 pizzas i want bacon and peas on all of them and no sausage on any of them thanks a lot
669,can you please give me a persoal pizza with sweet potatoes and posciutto and no peppers
670,how about grabbing a small gluten-free crust door pizza with italian sausage and tuna
671,i'll go ahead and rder sven pizzas in personal size along with salami black olive but without olives
672,ths order is for a large pizza with pineapples truffle oil and low fat cheese
673,my order for today i for two medium-sized chicago style pizzas triangle cut with prawns and cheeseburger
674,a smal pizza with peppers and tuna
675,good evening fr tonight i'd like to try eight medium pizzas with toppings of bbq sauce caramelized onions and onions on both
676,please put up a large pizza with pine apple and black olives to go with two bottle of unswetened ice teas
677,hello my orer is for a pizza with stuffedcrust and bay leaves but do not add any pepperoni on that
678,i like to a medium size pizza with a litte bit olive bg meat and hamburger
679,i wuld like to order a pizza and make it medium-size and i want onions and salmi on there but leave the bacon off
680,can i have a medium-sizd pie with ground beef and extra feta and chicken
681,please order me a lunch pizza along with spicy red auce and pesto but hold mushroom
682,i'd ike to place an order for a pizza with roasted eggplant onions and no chicken
683,repeat my order for four Club soda to go with a medium-sized mint pizza
684,my order tonight is for a small cmbination pizza and a two liter Sports drinks
685,let's arrange for three medium roasted eggplnt pizzas with heavy on cheese and no pesto
686,i'll go ahead and order a extra large pizza with pineapples and smoked salmon and everything please
687,i'm opting for 15 persnal veggis lover pizzas with ricotta cheee on top
688,let's go with a lrge-size new york stle pizza with pine apple and caramelized onions please
689,let' try 1 med pie with a drizzle vegan peperoni and pesto and no olives please
690,okay let me think i'll have 10 pizzas and i'd like them all with black olive and onions but without pepperoni
691,can i try a mountain dews xl two xl sprites and one xl jalapenos pizza
692,i would like to place an order for a pizza and make it a bunch of large size and a bunch of beef on it as well as jalapens and i'll try tuna on it too
693,for this aternoon i think i'd like small a pizza with extra kimchi and onion and two herbal teas
694,today 'd like four xl mountain dew and two xl pizzas with pan except rd onions and onions
695,i'm craving a medium pizza with chicken pepper and little cheese
696,i'm aiming for 9 jalepenos and chard pies with no mushrooms
697,good eening for tonight i'll take 13 personal size pizzas with anhovies
698,can you give me a large pie with caramelized onions jalepeno peppers but please do not add any leeks
699,"this tie, i'll take a medium tomatoes and more cheese pizza without any peppers"
700,i'm ready to settle for 3 med roasted eggplant and garlic powder pizzas
701,i woul like to get a xl pizza with tomatoes bacon ham onions and black olives and three xl Oatmilk
702,looking for one personal balsamic glaze and roasted red peppers pie with no canadian acon please
703,repeat my favorite order of one medium-sized pizza with salami arugula and balsamic glaze please
704,i would like have 12 pizzas all with yellow peppers chorizo and zucchini
705,today i need 1 medium-size deep dish pizza with lamb and onions
706,let me prefer ten combination pizzas with oives and peppers
707,please may i have elevn xl salami and mushroom pies with peppers
708,my order for today s for a pizza please make it personal for toppings i'm in the mood for cheese onions and go ahead and put some pineapple on it thanks so much
709,i've decide on a medium pizza with feta cheese carrots and no black olive
710,i'd like to order jut a medium pizza with tofu and ham but no a little bit cheese please
711,i hink i'll try a pizza with peas and sweet corn on it without any tomatoe sauce
712,i'd like to put in an order for large pie with sauteed spinach and vegetarian and without saue
713,how aout you get me a personal pie with jalepenos jalaenos and tuna
714,i'd love to have a medium-size bbq chicken pizza and two coke zero
715,i'm thinkig about having 13 xl pepperoni and sausage pizzas and two xl pizzas with sausage and mushrooms
716,okay let me think okay 'll take three pizzas in small size along with pepperoni margarita without olives
717,may i have eleven med stuff crust pizza with a gluten-free crust and jalepenos
718,im aiming for a xl pizza along with hamburger and green olives and some extra pineapples
719,i'm having a bunch of people over tonight so i need a large-size feta cheese and red cabbage pizza with no cumin
720,i will get a medium-size pineapples and red onion pizza without any shrimp
721,i love tohave 14 lunch sweet otatoes pizzas and one lunch pizza with olives on it
722,i would like have tweve pizzas with sauteed spinach and garlic and leave off the tuna
723,i'm going to go with a small pie could you please make that with parsley caramelized onions and i want ham on there too thanks
724,okay let m think okay i'll take thirteen pizzas with basil vegan pepperoni and do not include pepperoni
725,do a meatball pizza with a bunc of duck and no kimchi
726,hi tonight i want a pie with cumin red onion and do not add chicken please
727,i'm going to order 13 large-size pizzas with grilled chicken and 13 fanta
728,good evening i want a medium-size pizza with gluten-free crust and two medium-size mountain dw
729,i 'd lik to get a lare pizza with mushy peas and cherry tomatoes and a lare pizza with cheddar cheese and mushy peas and a small pizza with mushrooms and green peppers
730,i have a large pizza with jalapenos and bananapepper but i also need two moutain dew to go with it
731,let me pick a medium-sized pesto and mushroom pizza with no tofu
732,can you please give me fifteen medium tuna pizzas and fifteen sprites drinks
733,twelve medium-sized pizzas with chicken and bay leaves
734,i wanted a xl roated red peppers and pineapple pizza with no sausage
735,make an order for a small margarita pie with bbq sauce and spicy red sauce
736,i'd like to order just a lunch garlic powder and lettuce pie no litle cheese
737,i feel like ordering a medium-size cheeseburger and red onion pie without pepperoni
738,good afternoon i'm in the mood for a pie and i'd like pepperonis on there as well as light on cheese but no tuna please
739,le me try three xl vggies lover roasted garlic pizzas with a xl lemon and a xl mountain dew
740,i'll try the a pizza along with onions ham without peppers
741,i'm having a party in a few hours and i need a large-size mint poppy seeds pizza without olives
742,i want to a small pie with truffle oil and pineapple but avoid pesto
743,get me please a pizza along with hams lettuce without peppers
744,i 'd like to get 1 pizza along with peppers and pesto please avoid high-rise
745,for his afternoon i only want a mediu-size pizza with yellow peppes as well as a lot of cheese but leave off the sausage thanks
746,let's finalize with twelve medium garlic powder pizzas one small pizza with hams black olives and peppers and three large wates
747,for this afternoon i think i'd like 6 chicao style pizzas with all the meats on them
748,a large-size pizza with no lamb please
749,i am just ordering soft dinks tonight give me a hawaiian extra chicken pizza without any cucuber
750,i will try three medium pizzas and spinach red peppers but hold the ham
751,i want to a medium pizza with pepperoni blue cheese and parmasean
752,can you sort out a pizza in medium size along with red onion and carots but no ham
753,i have 14 large pizzas with anchovies gorgonzola and tuna
754,may i please have a medium-size meatball and green pepper pizza with a medium diet coke
755,lets get a lunch caramelized onions and arugula pizza no sausage
756,i'm having a party in a few hours an i need a small green olives and chorizo pizza pie but do not put chard on it
757,can i choose one extra large pie with pesto sauce tomato and pineapple please
758,i'm thinking about having one med pie along with chese and peppers but hold all the meats
759,i feel like having a lare-size pizza and i want that thin crust also i want sweet corn on there as well as lettuce
760,let's arrnge for six medium pizzas with tomatoe sauce pineapple and bacon plus more cheese on both and six large matcha latte and six medium matcha latte
761,please makeme 1 large size pizza for toppings i'd like sauce and please put a little pineapple on there but i do not like bacon on my pizza thanks a lot
762,pease i want a tuna and ham pizza with no green pepers
763,could you gve me a extra large pizza along with mushrooms and pineapple but avoid ham
764,let me finalize with a persoal pizza chorizo canadian bacon and with no al the veggies
765,can i get a yellow peppers and poppy seeds pizza with tomatoes
766,ftch me 1 pizza today and i'd love it topped with oregano and prosciutto but i don't want any mushrooms hate mushrooms
767,a veggie pie with a little bit pepproni no pesto
768,ten large-size pizzas with sausage bacon and ham
769,let's se i want a a lunch chicken grilledchicken and sausage pizza
770,i am just ordering soft drinks tonight give me a vggie pizza topped with yellow peppers and peas
771,i need you to order me a medium-sized parsley and tomatoes pizza with no mushrooms please
772,a large-size pizza with black olive and ricotta cheese
773,i prefer a pickled onions and garlic pizza without the margarta
774,1 xl pizza with capers double cheese and no pesto
775,i will try the 2 meium pizzas with black olives and 2 Aple juice
776,i'll go fr a total of 13 coca-colas one fanta and one med doctor pepper
777,i'm in the mood for eleen xl pizzas with sauce tomatoes and peppers
778,i only want one small pizza along with salami and some mushroom mint
779,let's finalize with one xl pizza with anchovies and aruula without sausage
780,i'd like to put an orde in for 1 lunh thin crust pizza with salami and feta on it
781,could you please arrange for 1 extra large pizza with green olives and gruere cheese and no pepperoni
782,iwould like a medium-sied pizza with bay leaves anchovies and fontina cheese please
783,i'd appreciate a personal banana peppers pizza with litle cheese and no mushrooms
784,woul like 9 mushroom pizzas one ice teas with no sugar and 9 dr peppers please
785,hi how are you i have an order for a large-size hawaiian pizza without pickled onions and a large-size ice teas with no sugar
786,let me try one lunch pizza with black olives pine apple and black beans
787,good evening for tonight i'd like to try fiteen med pizzas with onions and bacon but no a bunch of cheese
788,i'll go for a total of two larg-size pizzas for me both with sweet corn and sweet potatoes and without pepperoni
789,hi good afternoon for today i'd like a personl pizza with psto sauce and mushrooms and without extra cheese
790,i'm aiming for five large sausage pizzas with onions and green olives and a to liter can of Spots drinks
791,i am trying to order 1 lunh pizza with a drizzle black olie and pineapple and no any tuna
792,i'd be interested in a medium-size green peppers pizza woth ceese
793,i am going to need a large-size pizza with cheddar cheese black beans and green pepper
794,i'm going to order a large pizza with banana pepper tomato and some bacon
795,two lunch pizzas with prawns beef and sun-dred tomatoes
796,nine large oregano and jalepeno peppers pizzas with a two liter of ginger ale
797,can you handle this order large-size pizza hawaiian
798,repeat my last order of 5 pies with chicago style roasted red onion but i need to avoid pepperoni
799,ok i ant 2 Apple juice and a coke along with five large fantas
800,i prefer six cherry pepsi three medium-sized fantas and a large dr pepper
801,how about yu get me a small black beans and peppers pie and i do not want pineapple
802,hello my order is for a jaepenos and chicken pizza with no pepperoni
803,my order today is for a lunch pan pizza with meatball vegan pepperoni please
804,i'm craving a pizza with fontina chese and sausage and no olives please
805,i'll try the a mountain dew six fantas and a extra large diet sprite
806,please give me a etra large canadian bacon and leeks pie without the gluten-freecrust
807,i feel like having 10 pies along with roasted eggplant and onin and without pepperoni
808,let me prefer a lunch capers and pepper pie no italian sausage
809,for this fternoon i think i'd like a small size pizza with more cheese veggies lover and pesto
810,put in the orderfor a medium combination pizza with more hummus a medium big meat pizza with more hummus and two large sprites
811,i need you to begin an order for a pie with balsamic glaze and green olives but without any ham
812,i think i'll stick with three large pizzas with zucchini bell peppers and beef one small pizza with green peppers and black olives and six medium Clu soda
813,i would lke to go for a pie with large size along with bbq chicken and mushrooms but no peppers
814,do me a favor and get me fifteen med red onions and arugula pizzas
815,i'd appreciate a toatoe sauce and pesto pizza lare with no onions
816,fetch me 8 medium pies with alfredo chicken and pickled onions
817,15 sall pizzas with smoked salmon chicken and green pepper
818,id like to order a pizza with poppy seeds and kimchi but no extra pesto sauce
819,how about adding a meium pizza with pepper peas and roasted tomatoes
820,stat an order for a medium-sized pizza with arugula and i'll try mushrooms on there too but i don't like pepperoni okay that's it
821,order a mdium-size combination pizza with spicy red sauce and olive
822,i'd love to place an order for 1 pie with arugula black eans and bacon please
823,13 large-size pizzas with pickled onions basl and chicken
824,pleae get me a large-size grilled chicken and cumin pizza without re onions
825,i've decided on a medium-sized roasted red peppers and parmasean pie with no buffalo sauce please
826,allow me to order elven of the lunch bacon and ham pizzas
827,i feel like going wth 1 medium-size pie with green peppr pesto without heavy on cheese
828,eight smal pizzas with hot peppers duck and tofu
829,good evening i need a medium pizza with pickles gorgonzola lamb and bacon and one large coca-colas and one large coke
830,let me pick one small pizza with peas canadian bacon and black olives and two small Sarsaparilla and two small ice teas
831,i need to have 1 medium pizza with everything except vegan pepperoni and onion 1 large almond milk and 1 large diet almond milk
832,can you please give me 1 pie with medium sized along with tuna and tomao sauce but no gluten-ree crust
833,letsget 14 diet iced tea six large doctor peppers and five large diet cokes
834,lets get a personal pizza with kimchi also add a littlebit cheese but avoid adding pesto please
835,how about rabbing tuna and parsley all the vggies along with a herbal teas
836,i wish to have a medium-sized olive and tuna pie with no peppers
837,let's setle on a large-size pizza with canadian beef and red onion a medium pizza with ham and black olives and i don't want any drinks with this order
838,could you please get me one medium-size pizza with jalepenos and one diet iced tea
839,can you get me a med banana peppers and goat cheese pizza with no bacon
840,allow me to order a medium sweet potatoes and hummus pie with no pesto
841,let's try a medium-sized pizza with roasted red peppers roasted tomatoes and little cheese
842,can you please give me 10 medium deep dish pizzas with fontinacheese and sausage
843,i'm ready to settle for a pie which is large along with cherry tomatoes and tomatoe sauce but no mexcan
844,i will try a extra large pizza with buffalo sauce and ham and i really love the chicago style
845,want a medium black olives and tomato sauce pie with no pepperoni please
846,i'd be interested in a large-size pizza with bbq chicken and anchovies and a large coca-cla
847,pleas help me order a red cabbage and zucchini pie no light on cheese
848,my order today is for three pies with artichokes and bacon but without any gree olives
849,i would take a pizza with bay leavs and sausage but i don't want tuna on it thanks
850,three extra large pizzas with pickle onions and chicken
851,do e a favor and please put up a xl pie with bell peppers and sausage along with mexican
852,a med pepper and mushrooms pizza minus the pineapple
853,i think i'll jus have 1 pie with tofu on it as well as bacon and no additional cheese that's it
854,ill just take a roasted red peppers meatball and gat cheese pie please
855,sart an order for a xl pie with italian sausage and hawaiian and no prawns
856,get me one xl pizza with tuna and red onions and one large pizza with pepperoni and sausage
857,i ike a large-size pizza and i want that al the meats also i want meatball on there as well as canadian bacon
858,tonight i want a extra large sized pizza along with pepperoni pesto but without green bell pepprs
859,put an order in for a medium-sie pizza and for toppings i'll take black olives salami and lemon zest i appreciate it
860,i would like o out in an order for 1 pie with smll size along with red onion hams and thin crust
861,i need eight peronal size pizzas
862,for this afternoon i think i'd like 1 pizza with pickled onions salami and ricotta cheee
863,m order is for a extra large pie and i'll try it with pepperoni and smoked slmon please no a tiny bit of cheese that's it
864,good evening i want to order 4 extra large size pizzas with three chocolate milk
865,2 extra large pizzas with cherry tomatoes and bbq chicken
866,i think i'll ordr a pizza with green bell peppers and ham and pineapple
867,i think i'll just ave 1 medium-size everything pizza with jalepeno eppers and onions on it
868,fetchme a pizza with shrimp and tofu and leave off the jalepens
869,i'd like to place an order for a large-sze pie with vegie hams and banana pepper
870,i'd enjoy having one pizza with small size along with mushrooms and kimchi but no mushy peas
871,7 lunch pizzas with pesto goat cheese and meatball
872,let's see i want a a extra large black beans mushooms with no onions
873,put in an order for a mdium pizza with broccoli arugula and cheese
874,i need to have one lunch pizza with red cabbage onions and garlic powder
875,could you et me a medium-sized pizza along with hot peppers and fontina cheese but avoid basil
876,can you please ive me a medium-size pizza with broccoli pesto sauce and light on cheese
877,i need you to begin an order for pie along with medium size along with a lot of roasted red peppers bacon and without mushrooms
878,i'll make my choice as 12 xl garic pizzas and one large margarita pizza
879,hook me up with a pizza with low fat cheese and sausage no olives
880,beginan order for 11 medium hummus pizzas two medium pepperoni pizzas one large deep dish pizza and two coca-colas
881,hi good afteroon for today i'd like a pizza with all the mets and mint but avoid light on cheese please
882,order fifteen medium-ize cheeseburger and pickles pies without pineapple
883,i'll try he 1 xl artihokes and 1 large artihokes pizza
884,2 medium-size pizzas with hams and mushy peas
885,can you sort out a med tuna and ham pie with no chicken
886,how about grabbing a pizza with more tomato sauce and peppers but no pesto
887,let me secre a medium-sized pie and i want prawns on it and arugula and absolutely make it al the meats thanks a lot
888,i thin i'll try a ice tea with no sugar six medium-sized diet cokes and a medium fanta
889,my order is for 1 smll pie along with sauce and roasted tomaoes but avoid ham
890,i preer 7 personal pizzas with banana pepper and a drizzle sauce but extra cheese
891,do me a favor and get me 4 medium-sized pizzas on all of them please put fetacheese and bacon and give me a Milkshakes please
892,make an order for a small pizza with sweet corn also if you could also put some pepperoni on there and if you could also have that with pineapple i'd really appreciate that that's all
893,okay let me think okay i'll take a lunch pie with pepperonis and gorgonzola but no a lot of cheese please
894,oder a medium pie with yellow peppers and onion and no blue cheee please
895,i wnt to order a personal italian sausage bacon and ham pizza
896,set e up with 12 peas and pesto pies with pepper
897,please make me 1 pie in small size along with arugula and anchovies but without mushrooms
898,make an orderfor six pies with garlic powder salami and without pineapple
899,repeat my lat order of 1 Sarsaparilla two dr peppers and four large-size pepsis please
900,i want to place an order for a med pizza with goat cheese and spinach but with no tomato
901,for today i just want 1 pie with buffalo sauce alfredo chicken without balsamic glaze
902,i want to order a pie with sweet corn olive and alfredo chicken
903,a meium pizza with jalapenos roasted red peppers onions pine apple bacon sausage and light on cheese
904,i'd love to have eleven large-size capers chard and olive pizzas
905,plese give me a xl pickled onions and onion pie without pesto sauce please
906,my order today is for a pie with smal size along with pickled onions broccoli and poppy seeds
907,i want to order 1 pie with smoked salmon and mushrooms no pineapple
908,i prefer to have a extra large pizza added mushrooms and spicy ed sauce ham
909,okay good afernoon i'd like 10 large-size pizzas with olives onions and pesto
910,i will ry the 4 small all the meats pies with grilled cicken and onions
911,for today i just want a xl pizza with pineapple and ham and hold the pepperoni
912,i need to put in an order for 1 small pizza with beef and green peppers and a second small pizza with sausage and pepperoni and two large pepsi
913,i am trying to order 1 Lattes six xl diet cokes and a medium fanta please
914,i'll ry a pie with griled chicken pesto and mushrooms
915,i needan order placed for a sweet potatoes and jalepenos pie with no red cabbage on it
916,i'm leaning toward nine black olive and spicy red sauce pizzas without ricotta ceese on them
917,begin an order for a medium-size pizza with chicken and mushrooms but without pepperoni
918,let's arrange for a pizza with bb chicken and pepperoni but with no pesto in that
919,i need you to begin an oder for a medium-sized pizza with roasted eggplant and a bunch of tomato but no olives please
920,i'll just take four medium anchovis pizzas with little parmesan on top
921,let's see i want a a pizza with sweet potatoes and pineapple but without pan
922,let's try four xl onion and ham pies
923,i'm leaning toward two pizzas with green pepper and bell peppers on them but hold the pepperoni thanks
924,this order is for 11 prawns and banana peppers pizza with no pesto
925,i need you to begin an order for a extra large pizza and please for toppings i'll take olives and tuna and i'd like vegn thank you
926,ten peronal pizzas with red cabbage and pesto sauce
927,i'm gong to go with a crunchy new york style pizza with fresh black olive and pepperoni
928,a meium cherry tomatoes pizza with beef and black olive
929,place my order for one pie which is large-size along with cumin and ground beef but no combination
930,i wanted to have a pizza with chicken and feta cheese but please other than stuffed crust
931,i think i'll order a etra large size pizza that has green olives and pineapple but no alittle cheese
932,please arrange to get a larg-size pie with cumin all the meats and no prawns please
933,i ned you to order me a personal oregano and low fat cheese pizza
934,i'd like to ordr a xl pie with chard and mint but hold make sure you hold that a bunch of cheese
935,i' love to try out a medium-size sun-driedtomatoes and pepper pie
936,i am trying to orer one lare pizza with rd peppers sausage and without any supreme
937,let me finalize with ten lunch size pizzas with pepper
938,i'm oting for a large pine apple and duck pizza with extra pieapple
939,eleven xl exra garlic powder exra pepperoni pizzas please
940,i'm in the mood for a xl veggie and sprinkle it with sausage
941,i'll go with 1 large tomatoe sauce tofu pizza without any pineapple
942,i will go or a veggies lover pizza lunch
943,i 'd like to get a deep dish pizza with italian sausage and red peppers
944,how about grabbing a exta large size pizza with arugula and a bunh of ham but no sausage please
945,allo me to order a lare with parmesan and prawns and itaian sausage
946,eight largesize pizzas with pine apple and a two liter coconut water
947,i would like to out in anorder for 3 pizzas with griled chicken peppers and onions
948,i feel like ging with a med pizza with chorizo banana pepper mushrooms bacon and onions and one med Tonic water and one med iced tea
949,i think i'll hve a large thin crust deep dish veggie pizza with a large Fruit puch
950,let me pick a chicago style and artichokes parmasean
951,good evening i want to order a pizza with doube jalepenos and smoked salmon
952,can we gofor a mediu-size pie along with basil and swet potatoes and add some additional cheese
953,good evening for tnight i'll take 1 pie and i'd like it if it came with alfredo chicken pine apple as well as soked salmon thank you so much
954,i 'd like to get a meium-size pizza with beef and smoked salmon but with no garlic
955,i'd like fourteen Cappuccinos a coke and a diet sprite
956,i would like to try the four medium-size pizzas with prawns and pineapples and also include six water and two sprites
957,i love to have a smll pizza with bbq chicken cumin but do not add tuna in that
958,i'd like to stick with a personal prosciutto and cheeseburger pizza without tuna
